lead_date,dry.for,normal.for,monsoon.for,lead_month,Year,region,Month,YYYYMM,dry.obs,normal.obs,monsoon.obs
199306,24.92,4.84,0.24,04,1993,AZ_East,6,199306,30,0,0
199307,8.36,15.6,7.04,04,1993,AZ_East,7,199307,10,21,0
199308,2.16,17.64,11.2,04,1993,AZ_East,8,199308,1,16,14
199309,11.12,14.76,4.12,04,1993,AZ_East,9,199309,18,10,2
199310,26.76,4.2,0.04,04,1993,AZ_East,10,199310,22,9,0
199306,24.32,5.2,0.48,05,1993,AZ_East,6,199306,30,0,0
199307,6.04,17.24,7.72,05,1993,AZ_East,7,199307,10,21,0
199308,0.92,13,17.08,05,1993,AZ_East,8,199308,1,16,14
199309,10.12,14.84,5.04,05,1993,AZ_East,9,199309,18,10,2
199310,24.24,6.52,0.24,05,1993,AZ_East,10,199310,22,9,0
199306,23.4,6.08,0.52,06,1993,AZ_East,6,199306,30,0,0
199307,4.76,14.72,11.52,06,1993,AZ_East,7,199307,10,21,0
199308,0.84,12,18.16,06,1993,AZ_East,8,199308,1,16,14
199309,10.08,14,5.92,06,1993,AZ_East,9,199309,18,10,2
199310,24.68,5.96,0.36,06,1993,AZ_East,10,199310,22,9,0
199307,6.96,18.72,4.32,07,1993,AZ_East,7,199307,10,21,0
199308,3.56,16.4,11.04,07,1993,AZ_East,8,199308,1,16,14
199309,10.28,14.64,6.08,07,1993,AZ_East,9,199309,18,10,2
199310,25.56,4.2,0.24,07,1993,AZ_East,10,199310,22,9,0
199308,2.8,18.96,8.24,08,1993,AZ_East,8,199308,1,16,14
199309,9.2,15.36,6.44,08,1993,AZ_East,9,199309,18,10,2
199310,26,4.64,0.36,08,1993,AZ_East,10,199310,22,9,0
199406,23.16,6.56,0.28,04,1994,AZ_East,6,199406,25,5,0
199407,5.36,15.88,9.76,04,1994,AZ_East,7,199407,17,14,0
199408,0.88,14.08,16.04,04,1994,AZ_East,8,199408,0,21,10
199409,5.72,16.56,7.72,04,1994,AZ_East,9,199409,12,15,3
199410,23.48,6.84,0.68,04,1994,AZ_East,10,199410,29,2,0
199406,24.2,5.44,0.36,05,1994,AZ_East,6,199406,25,5,0
199407,5.2,17.32,8.48,05,1994,AZ_East,7,199407,17,14,0
199408,0.96,14.4,15.64,05,1994,AZ_East,8,199408,0,21,10
199409,8.08,15.68,6.24,05,1994,AZ_East,9,199409,12,15,3
199410,24.24,6.52,0.24,05,1994,AZ_East,10,199410,29,2,0
199406,22.92,5.76,1.32,06,1994,AZ_East,6,199406,25,5,0
199407,4.32,18.52,8.16,06,1994,AZ_East,7,199407,17,14,0
199408,1.04,16.16,13.8,06,1994,AZ_East,8,199408,0,21,10
199409,8.96,15.8,5.24,06,1994,AZ_East,9,199409,12,15,3
199410,25.36,5.52,0.12,06,1994,AZ_East,10,199410,29,2,0
199407,12.44,12.12,5.44,07,1994,AZ_East,7,199407,17,14,0
199408,0.8,16.24,13.96,07,1994,AZ_East,8,199408,0,21,10
199409,9.36,16.88,4.76,07,1994,AZ_East,9,199409,12,15,3
199410,23.96,5.6,0.44,07,1994,AZ_East,10,199410,29,2,0
199408,1.6,17.64,10.76,08,1994,AZ_East,8,199408,0,21,10
199409,7.56,15.36,8.08,08,1994,AZ_East,9,199409,12,15,3
199410,23.4,7.2,0.4,08,1994,AZ_East,10,199410,29,2,0
199506,26.08,3.52,0.4,04,1995,AZ_East,6,199506,27,3,0
199507,7.44,17.24,6.32,04,1995,AZ_East,7,199507,19,12,0
199508,2.48,13.6,14.92,04,1995,AZ_East,8,199508,6,10,15
199509,9.12,15.4,5.48,04,1995,AZ_East,9,199509,8,12,10
199510,24.64,5.72,0.64,04,1995,AZ_East,10,199510,31,0,0
199506,25,4.56,0.44,05,1995,AZ_East,6,199506,27,3,0
199507,9.12,15.72,6.16,05,1995,AZ_East,7,199507,19,12,0
199508,1.8,14.12,15.08,05,1995,AZ_East,8,199508,6,10,15
199509,8,15.88,6.12,05,1995,AZ_East,9,199509,8,12,10
199510,25.04,5.6,0.36,05,1995,AZ_East,10,199510,31,0,0
199506,27.08,2.92,0,06,1995,AZ_East,6,199506,27,3,0
199507,5.36,14.28,11.36,06,1995,AZ_East,7,199507,19,12,0
199508,1.72,13.32,15.96,06,1995,AZ_East,8,199508,6,10,15
199509,10.32,15.24,4.44,06,1995,AZ_East,9,199509,8,12,10
199510,24.48,6.4,0.12,06,1995,AZ_East,10,199510,31,0,0
199507,10.36,13.04,6.6,07,1995,AZ_East,7,199507,19,12,0
199508,4.16,15.68,11.16,07,1995,AZ_East,8,199508,6,10,15
199509,13.92,12.88,4.2,07,1995,AZ_East,9,199509,8,12,10
199510,26.96,2.88,0.16,07,1995,AZ_East,10,199510,31,0,0
199508,2.4,15.2,12.4,08,1995,AZ_East,8,199508,6,10,15
199509,13.2,12.72,5.08,08,1995,AZ_East,9,199509,8,12,10
199510,27.08,3.8,0.12,08,1995,AZ_East,10,199510,31,0,0
199606,27.12,2.52,0.36,04,1996,AZ_East,6,199606,23,7,0
199607,7.36,14.72,8.92,04,1996,AZ_East,7,199607,6,19,6
199608,1.92,16.12,12.96,04,1996,AZ_East,8,199608,4,19,8
199609,12.4,13.88,3.72,04,1996,AZ_East,9,199609,9,15,6
199610,26.16,4.56,0.28,04,1996,AZ_East,10,199610,27,4,0
199606,26,3.76,0.24,05,1996,AZ_East,6,199606,23,7,0
199607,7.92,14.6,8.48,05,1996,AZ_East,7,199607,6,19,6
199608,1.2,12.8,17,05,1996,AZ_East,8,199608,4,19,8
199609,9.56,14.6,5.84,05,1996,AZ_East,9,199609,9,15,6
199610,26.2,4.4,0.4,05,1996,AZ_East,10,199610,27,4,0
199606,23.76,6.16,0.08,06,1996,AZ_East,6,199606,23,7,0
199607,3.16,15.84,12,06,1996,AZ_East,7,199607,6,19,6
199608,0.88,14.04,16.08,06,1996,AZ_East,8,199608,4,19,8
199609,7.56,15.8,6.64,06,1996,AZ_East,9,199609,9,15,6
199610,26.72,4.2,0.08,06,1996,AZ_East,10,199610,27,4,0
199607,0.68,18.24,11.08,07,1996,AZ_East,7,199607,6,19,6
199608,1.44,16.36,13.2,07,1996,AZ_East,8,199608,4,19,8
199609,12.04,14.12,4.84,07,1996,AZ_East,9,199609,9,15,6
199610,27.4,2.6,0,07,1996,AZ_East,10,199610,27,4,0
199608,1.92,16.84,11.24,08,1996,AZ_East,8,199608,4,19,8
199609,11,14.36,5.64,08,1996,AZ_East,9,199609,9,15,6
199610,28.08,2.72,0.2,08,1996,AZ_East,10,199610,27,4,0
199706,24.44,5.08,0.48,04,1997,AZ_East,6,199706,23,7,0
199707,7.56,14.36,9.08,04,1997,AZ_East,7,199707,18,8,5
199708,1.24,12.16,17.6,04,1997,AZ_East,8,199708,0,13,18
199709,8.76,15.8,5.44,04,1997,AZ_East,9,199709,0,9,21
199710,23.6,6.52,0.88,04,1997,AZ_East,10,199710,21,8,2
199706,24,5.64,0.36,05,1997,AZ_East,6,199706,23,7,0
199707,5.36,13.84,11.8,05,1997,AZ_East,7,199707,18,8,5
199708,2.24,14.64,14.12,05,1997,AZ_East,8,199708,0,13,18
199709,7.88,15.52,6.6,05,1997,AZ_East,9,199709,0,9,21
199710,23.44,6.16,1.4,05,1997,AZ_East,10,199710,21,8,2
199706,25,4.24,0.76,06,1997,AZ_East,6,199706,23,7,0
199707,4.92,14.72,11.36,06,1997,AZ_East,7,199707,18,8,5
199708,0.92,15,15.08,06,1997,AZ_East,8,199708,0,13,18
199709,6.24,17.24,6.52,06,1997,AZ_East,9,199709,0,9,21
199710,24,6.24,0.76,06,1997,AZ_East,10,199710,21,8,2
199707,13.64,10.48,5.88,07,1997,AZ_East,7,199707,18,8,5
199708,1.08,14.72,15.2,07,1997,AZ_East,8,199708,0,13,18
199709,9.32,15.52,6.16,07,1997,AZ_East,9,199709,0,9,21
199710,22.76,6.68,0.56,07,1997,AZ_East,10,199710,21,8,2
199708,0.56,9.24,20.2,08,1997,AZ_East,8,199708,0,13,18
199709,8.52,14.6,7.88,08,1997,AZ_East,9,199709,0,9,21
199710,22.32,7.16,1.52,08,1997,AZ_East,10,199710,21,8,2
199806,27.2,2.6,0.2,04,1998,AZ_East,6,199806,30,0,0
199807,8.12,15.4,7.48,04,1998,AZ_East,7,199807,6,12,13
199808,0.36,13.92,16.72,04,1998,AZ_East,8,199808,0,28,3
199809,9.16,14.52,6.32,04,1998,AZ_East,9,199809,10,11,9
199810,25.64,4.48,0.88,04,1998,AZ_East,10,199810,22,9,0
199806,24.28,5.12,0.6,05,1998,AZ_East,6,199806,30,0,0
199807,5.52,16.08,9.4,05,1998,AZ_East,7,199807,6,12,13
199808,0.84,13.4,16.76,05,1998,AZ_East,8,199808,0,28,3
199809,8.4,13.72,7.88,05,1998,AZ_East,9,199809,10,11,9
199810,25.56,4.52,0.92,05,1998,AZ_East,10,199810,22,9,0
199806,26.72,2.76,0.52,06,1998,AZ_East,6,199806,30,0,0
199807,4.52,15.36,11.12,06,1998,AZ_East,7,199807,6,12,13
199808,0.28,11.36,19.36,06,1998,AZ_East,8,199808,0,28,3
199809,6.72,15.96,7.32,06,1998,AZ_East,9,199809,10,11,9
199810,25.76,4.88,0.36,06,1998,AZ_East,10,199810,22,9,0
199807,9.12,14.08,6.8,07,1998,AZ_East,7,199807,6,12,13
199808,2,12.92,16.08,07,1998,AZ_East,8,199808,0,28,3
199809,10.28,13.2,7.52,07,1998,AZ_East,9,199809,10,11,9
199810,27.08,2.72,0.2,07,1998,AZ_East,10,199810,22,9,0
199808,1.28,15.84,12.88,08,1998,AZ_East,8,199808,0,28,3
199809,7.08,14.84,9.08,08,1998,AZ_East,9,199809,10,11,9
199810,25.08,5.28,0.64,08,1998,AZ_East,10,199810,22,9,0
199906,24.32,5.12,0.56,04,1999,AZ_East,6,199906,16,14,0
199907,4.36,17.28,9.36,04,1999,AZ_East,7,199907,0,16,15
199908,0.84,11.16,19,04,1999,AZ_East,8,199908,1,21,9
199909,8.48,14.56,6.96,04,1999,AZ_East,9,199909,8,18,4
199910,25.8,4.84,0.36,04,1999,AZ_East,10,199910,31,0,0
199906,24.08,5.52,0.4,05,1999,AZ_East,6,199906,16,14,0
199907,2.92,16.88,11.2,05,1999,AZ_East,7,199907,0,16,15
199908,0.72,12.96,17.32,05,1999,AZ_East,8,199908,1,21,9
199909,8.08,16.56,5.36,05,1999,AZ_East,9,199909,8,18,4
199910,26.44,4.28,0.28,05,1999,AZ_East,10,199910,31,0,0
199906,25.12,4.32,0.56,06,1999,AZ_East,6,199906,16,14,0
199907,3.04,14.64,13.32,06,1999,AZ_East,7,199907,0,16,15
199908,0.6,10.48,19.92,06,1999,AZ_East,8,199908,1,21,9
199909,9.68,12.92,7.4,06,1999,AZ_East,9,199909,8,18,4
199910,27.92,2.88,0.2,06,1999,AZ_East,10,199910,31,0,0
199907,3.04,14.44,12.52,07,1999,AZ_East,7,199907,0,16,15
199908,1.8,15.52,13.68,07,1999,AZ_East,8,199908,1,21,9
199909,12.4,13.64,4.96,07,1999,AZ_East,9,199909,8,18,4
199910,28.24,1.72,0.04,07,1999,AZ_East,10,199910,31,0,0
199908,2.28,17.6,10.12,08,1999,AZ_East,8,199908,1,21,9
199909,8.88,15.2,6.92,08,1999,AZ_East,9,199909,8,18,4
199910,29,1.84,0.16,08,1999,AZ_East,10,199910,31,0,0
200006,25.44,4.28,0.28,04,2000,AZ_East,6,200006,17,13,0
200007,4.16,14.28,12.56,04,2000,AZ_East,7,200007,19,10,2
200008,2.04,12.84,16.12,04,2000,AZ_East,8,200008,1,21,9
200009,8.92,14.88,6.2,04,2000,AZ_East,9,200009,21,9,0
200010,26.2,4.6,0.2,04,2000,AZ_East,10,200010,16,15,0
200006,22.76,6.92,0.32,05,2000,AZ_East,6,200006,17,13,0
200007,4.48,16.6,9.92,05,2000,AZ_East,7,200007,19,10,2
200008,0.76,11.76,18.48,05,2000,AZ_East,8,200008,1,21,9
200009,9.04,13.36,7.6,05,2000,AZ_East,9,200009,21,9,0
200010,27.12,3.68,0.2,05,2000,AZ_East,10,200010,16,15,0
200006,22.84,6.4,0.76,06,2000,AZ_East,6,200006,17,13,0
200007,2.96,14.12,13.92,06,2000,AZ_East,7,200007,19,10,2
200008,0.28,11.16,19.56,06,2000,AZ_East,8,200008,1,21,9
200009,8.52,16.64,4.84,06,2000,AZ_East,9,200009,21,9,0
200010,25.52,5.2,0.28,06,2000,AZ_East,10,200010,16,15,0
200007,11.92,14.28,3.8,07,2000,AZ_East,7,200007,19,10,2
200008,2.24,17.64,11.12,07,2000,AZ_East,8,200008,1,21,9
200009,12.32,14.76,3.92,07,2000,AZ_East,9,200009,21,9,0
200010,27.68,2.16,0.16,07,2000,AZ_East,10,200010,16,15,0
200008,1.44,16.6,11.96,08,2000,AZ_East,8,200008,1,21,9
200009,12.56,14.56,3.88,08,2000,AZ_East,9,200009,21,9,0
200010,26.84,4.12,0.04,08,2000,AZ_East,10,200010,16,15,0
200106,24.84,4.84,0.32,04,2001,AZ_East,6,200106,24,6,0
200107,7.48,15.48,8.04,04,2001,AZ_East,7,200107,3,21,7
200108,0.96,13.56,16.48,04,2001,AZ_East,8,200108,5,11,15
200109,7.88,16.72,5.4,04,2001,AZ_East,9,200109,16,10,4
200110,24.88,5.68,0.44,04,2001,AZ_East,10,200110,23,8,0
200106,24.48,5.04,0.48,05,2001,AZ_East,6,200106,24,6,0
200107,5.64,15.44,9.92,05,2001,AZ_East,7,200107,3,21,7
200108,1.72,14.4,14.88,05,2001,AZ_East,8,200108,5,11,15
200109,13.36,11.84,4.8,05,2001,AZ_East,9,200109,16,10,4
200110,25.84,4.72,0.44,05,2001,AZ_East,10,200110,23,8,0
200106,23.2,6.36,0.44,06,2001,AZ_East,6,200106,24,6,0
200107,3.92,16.56,10.52,06,2001,AZ_East,7,200107,3,21,7
200108,0.8,12.28,17.92,06,2001,AZ_East,8,200108,5,11,15
200109,7.32,15.64,7.04,06,2001,AZ_East,9,200109,16,10,4
200110,26.08,4.68,0.24,06,2001,AZ_East,10,200110,23,8,0
200107,4.64,16.64,8.72,07,2001,AZ_East,7,200107,3,21,7
200108,2.16,13.28,15.56,07,2001,AZ_East,8,200108,5,11,15
200109,12.28,12.76,5.96,07,2001,AZ_East,9,200109,16,10,4
200110,26.04,3.8,0.16,07,2001,AZ_East,10,200110,23,8,0
200108,1.16,8.96,19.88,08,2001,AZ_East,8,200108,5,11,15
200109,8.56,15.76,6.68,08,2001,AZ_East,9,200109,16,10,4
200110,26.12,4.48,0.4,08,2001,AZ_East,10,200110,23,8,0
200206,25.08,4.2,0.72,04,2002,AZ_East,6,200206,30,0,0
200207,6.2,15.56,9.24,04,2002,AZ_East,7,200207,6,20,5
200208,1.48,14.28,15.24,04,2002,AZ_East,8,200208,13,18,0
200209,8.24,15.8,5.96,04,2002,AZ_East,9,200209,13,9,8
200210,24.92,5.52,0.56,04,2002,AZ_East,10,200210,26,5,0
200206,25.16,4.48,0.36,05,2002,AZ_East,6,200206,30,0,0
200207,4.6,16.36,10.04,05,2002,AZ_East,7,200207,6,20,5
200208,1.84,14.76,14.4,05,2002,AZ_East,8,200208,13,18,0
200209,9.6,13.8,6.6,05,2002,AZ_East,9,200209,13,9,8
200210,24.16,6.48,0.36,05,2002,AZ_East,10,200210,26,5,0
200206,24.96,4.6,0.44,06,2002,AZ_East,6,200206,30,0,0
200207,6.28,15.56,9.16,06,2002,AZ_East,7,200207,6,20,5
200208,0.56,14.32,16.12,06,2002,AZ_East,8,200208,13,18,0
200209,7.24,16.16,6.6,06,2002,AZ_East,9,200209,13,9,8
200210,24.24,6.16,0.6,06,2002,AZ_East,10,200210,26,5,0
200207,8.52,14.88,6.6,07,2002,AZ_East,7,200207,6,20,5
200208,2.04,16.72,12.24,07,2002,AZ_East,8,200208,13,18,0
200209,12.28,15.28,3.44,07,2002,AZ_East,9,200209,13,9,8
200210,24.68,5.08,0.24,07,2002,AZ_East,10,200210,26,5,0
200208,0.88,16.24,12.88,08,2002,AZ_East,8,200208,13,18,0
200209,9.72,15.76,5.52,08,2002,AZ_East,9,200209,13,9,8
200210,22.6,7.72,0.68,08,2002,AZ_East,10,200210,26,5,0
200306,24.64,4.68,0.68,04,2003,AZ_East,6,200306,30,0,0
200307,5.96,14.36,10.68,04,2003,AZ_East,7,200307,16,8,7
200308,0.48,14.28,16.24,04,2003,AZ_East,8,200308,0,12,19
200309,8.6,15.52,5.88,04,2003,AZ_East,9,200309,17,4,9
200310,25.2,5,0.8,04,2003,AZ_East,10,200310,22,9,0
200306,25.6,3.92,0.48,05,2003,AZ_East,6,200306,30,0,0
200307,4.04,16.64,10.32,05,2003,AZ_East,7,200307,16,8,7
200308,1.16,12.52,17.32,05,2003,AZ_East,8,200308,0,12,19
200309,9.44,13.04,7.52,05,2003,AZ_East,9,200309,17,4,9
200310,25.24,5.4,0.36,05,2003,AZ_East,10,200310,22,9,0
200306,26.8,2.84,0.36,06,2003,AZ_East,6,200306,30,0,0
200307,7,15.96,8.04,06,2003,AZ_East,7,200307,16,8,7
200308,1.6,14.04,15.36,06,2003,AZ_East,8,200308,0,12,19
200309,9.36,15.72,4.92,06,2003,AZ_East,9,200309,17,4,9
200310,26.64,3.96,0.4,06,2003,AZ_East,10,200310,22,9,0
200307,10.2,12.64,7.16,07,2003,AZ_East,7,200307,16,8,7
200308,1.84,15.32,13.84,07,2003,AZ_East,8,200308,0,12,19
200309,14.88,12.32,3.8,07,2003,AZ_East,9,200309,17,4,9
200310,27.08,2.72,0.2,07,2003,AZ_East,10,200310,22,9,0
200308,4.84,14,11.16,08,2003,AZ_East,8,200308,0,12,19
200309,11.96,12.8,6.24,08,2003,AZ_East,9,200309,17,4,9
200310,25.84,4.56,0.6,08,2003,AZ_East,10,200310,22,9,0
200406,23.4,5.88,0.72,04,2004,AZ_East,6,200406,28,2,0
200407,3,15.04,12.96,04,2004,AZ_East,7,200407,11,8,12
200408,0.88,13.88,16.24,04,2004,AZ_East,8,200408,9,14,8
200409,8.52,15.52,5.96,04,2004,AZ_East,9,200409,10,18,2
200410,26.08,4.68,0.24,04,2004,AZ_East,10,200410,22,9,0
200406,24.32,5.16,0.52,05,2004,AZ_East,6,200406,28,2,0
200407,3.48,17.48,10.04,05,2004,AZ_East,7,200407,11,8,12
200408,1.28,14.96,14.76,05,2004,AZ_East,8,200408,9,14,8
200409,8.4,15.52,6.08,05,2004,AZ_East,9,200409,10,18,2
200410,22.48,7.48,1.04,05,2004,AZ_East,10,200410,22,9,0
200406,26.04,3.92,0.04,06,2004,AZ_East,6,200406,28,2,0
200407,4.92,14.92,11.16,06,2004,AZ_East,7,200407,11,8,12
200408,1.48,12.64,16.88,06,2004,AZ_East,8,200408,9,14,8
200409,9.52,15.88,4.6,06,2004,AZ_East,9,200409,10,18,2
200410,23.96,6.4,0.64,06,2004,AZ_East,10,200410,22,9,0
200407,16.84,10.04,3.12,07,2004,AZ_East,7,200407,11,8,12
200408,4.6,16.8,9.6,07,2004,AZ_East,8,200408,9,14,8
200409,13.76,13.28,3.96,07,2004,AZ_East,9,200409,10,18,2
200410,27.4,2.52,0.08,07,2004,AZ_East,10,200410,22,9,0
200408,4.28,20.32,5.4,08,2004,AZ_East,8,200408,9,14,8
200409,13.84,13.16,4,08,2004,AZ_East,9,200409,10,18,2
200410,25.88,4.64,0.48,08,2004,AZ_East,10,200410,22,9,0
200506,26.56,3.36,0.08,04,2005,AZ_East,6,200506,27,3,0
200507,5.64,17.04,8.32,04,2005,AZ_East,7,200507,15,8,8
200508,1.44,13.76,15.8,04,2005,AZ_East,8,200508,3,6,22
200509,7.6,15.8,6.6,04,2005,AZ_East,9,200509,13,17,0
200510,25.64,4.88,0.48,04,2005,AZ_East,10,200510,17,14,0
200506,25.84,3.88,0.28,05,2005,AZ_East,6,200506,27,3,0
200507,4.76,15.8,10.44,05,2005,AZ_East,7,200507,15,8,8
200508,0.24,12.24,18.52,05,2005,AZ_East,8,200508,3,6,22
200509,6.92,16.08,7,05,2005,AZ_East,9,200509,13,17,0
200510,25.84,4.96,0.2,05,2005,AZ_East,10,200510,17,14,0
200506,28.44,1.56,0,06,2005,AZ_East,6,200506,27,3,0
200507,8.24,15.48,7.28,06,2005,AZ_East,7,200507,15,8,8
200508,1.24,12.08,17.68,06,2005,AZ_East,8,200508,3,6,22
200509,9.08,14.56,6.36,06,2005,AZ_East,9,200509,13,17,0
200510,25.32,5.24,0.44,06,2005,AZ_East,10,200510,17,14,0
200507,13.32,10.52,6.16,07,2005,AZ_East,7,200507,15,8,8
200508,1.56,16.56,12.88,07,2005,AZ_East,8,200508,3,6,22
200509,12.92,12.88,5.2,07,2005,AZ_East,9,200509,13,17,0
200510,26.96,2.76,0.28,07,2005,AZ_East,10,200510,17,14,0
200508,0,6.32,23.68,08,2005,AZ_East,8,200508,3,6,22
200509,11.08,12.4,7.52,08,2005,AZ_East,9,200509,13,17,0
200510,26.56,4.2,0.24,08,2005,AZ_East,10,200510,17,14,0
200606,24.76,4.8,0.44,04,2006,AZ_East,6,200606,24,6,0
200607,5.64,17.12,8.24,04,2006,AZ_East,7,200607,0,14,17
200608,1.68,13.48,15.84,04,2006,AZ_East,8,200608,0,11,20
200609,11,13.28,5.72,04,2006,AZ_East,9,200609,13,9,8
200610,24.08,6.6,0.32,04,2006,AZ_East,10,200610,18,13,0
200606,25.16,4.2,0.64,05,2006,AZ_East,6,200606,24,6,0
200607,5.24,15.36,10.4,05,2006,AZ_East,7,200607,0,14,17
200608,1.52,12.16,17.32,05,2006,AZ_East,8,200608,0,11,20
200609,8.04,15.72,6.24,05,2006,AZ_East,9,200609,13,9,8
200610,24.6,6,0.4,05,2006,AZ_East,10,200610,18,13,0
200606,23.2,6.08,0.72,06,2006,AZ_East,6,200606,24,6,0
200607,5.8,15.48,9.72,06,2006,AZ_East,7,200607,0,14,17
200608,0.72,14.4,15.88,06,2006,AZ_East,8,200608,0,11,20
200609,9.76,13.8,6.44,06,2006,AZ_East,9,200609,13,9,8
200610,26.36,4.48,0.16,06,2006,AZ_East,10,200610,18,13,0
200607,6.08,15.48,8.44,07,2006,AZ_East,7,200607,0,14,17
200608,1.4,13.4,16.2,07,2006,AZ_East,8,200608,0,11,20
200609,13.48,13.2,4.32,07,2006,AZ_East,9,200609,13,9,8
200610,26.6,3.4,0,07,2006,AZ_East,10,200610,18,13,0
200608,1.16,12.72,16.12,08,2006,AZ_East,8,200608,0,11,20
200609,9.48,15.04,6.48,08,2006,AZ_East,9,200609,13,9,8
200610,24.72,5.88,0.4,08,2006,AZ_East,10,200610,18,13,0
200706,26.04,3.44,0.52,04,2007,AZ_East,6,200706,29,1,0
200707,4.48,17.32,9.2,04,2007,AZ_East,7,200707,6,15,10
200708,0.84,14.4,15.76,04,2007,AZ_East,8,200708,0,13,18
200709,9.72,14.84,5.44,04,2007,AZ_East,9,200709,7,17,6
200710,24.84,5.68,0.48,04,2007,AZ_East,10,200710,26,5,0
200706,25.52,4.16,0.32,05,2007,AZ_East,6,200706,29,1,0
200707,5.72,15.36,9.92,05,2007,AZ_East,7,200707,6,15,10
200708,1.08,13.24,16.68,05,2007,AZ_East,8,200708,0,13,18
200709,9,14.68,6.32,05,2007,AZ_East,9,200709,7,17,6
200710,26.32,4.44,0.24,05,2007,AZ_East,10,200710,26,5,0
200706,25.8,3.96,0.24,06,2007,AZ_East,6,200706,29,1,0
200707,6.48,15.6,8.92,06,2007,AZ_East,7,200707,6,15,10
200708,1.36,14.44,15.2,06,2007,AZ_East,8,200708,0,13,18
200709,10.52,14.08,5.4,06,2007,AZ_East,9,200709,7,17,6
200710,25.8,4.72,0.48,06,2007,AZ_East,10,200710,26,5,0
200707,8.84,16.04,5.12,07,2007,AZ_East,7,200707,6,15,10
200708,1.6,13.24,16.16,07,2007,AZ_East,8,200708,0,13,18
200709,11.68,13.84,5.48,07,2007,AZ_East,9,200709,7,17,6
200710,25.04,4.68,0.28,07,2007,AZ_East,10,200710,26,5,0
200708,2.68,14.6,12.72,08,2007,AZ_East,8,200708,0,13,18
200709,9.2,14.16,7.64,08,2007,AZ_East,9,200709,7,17,6
200710,26.56,4.12,0.32,08,2007,AZ_East,10,200710,26,5,0
200806,24.92,4.76,0.32,04,2008,AZ_East,6,200806,29,1,0
200807,5.76,14,11.24,04,2008,AZ_East,7,200807,0,18,13
200808,2.4,13.08,15.52,04,2008,AZ_East,8,200808,0,21,10
200809,8.2,14.92,6.88,04,2008,AZ_East,9,200809,10,18,2
200810,24.72,5.6,0.68,04,2008,AZ_East,10,200810,29,2,0
200806,26.6,2.96,0.44,05,2008,AZ_East,6,200806,29,1,0
200807,7.64,15.52,7.84,05,2008,AZ_East,7,200807,0,18,13
200808,0.8,14.48,15.72,05,2008,AZ_East,8,200808,0,21,10
200809,9.4,15.04,5.56,05,2008,AZ_East,9,200809,10,18,2
200810,26.8,3.8,0.4,05,2008,AZ_East,10,200810,29,2,0
200806,27.68,2.28,0.04,06,2008,AZ_East,6,200806,29,1,0
200807,5.92,17.32,7.76,06,2008,AZ_East,7,200807,0,18,13
200808,0.84,14,16.16,06,2008,AZ_East,8,200808,0,21,10
200809,9.4,15.04,5.56,06,2008,AZ_East,9,200809,10,18,2
200810,27.48,3.08,0.44,06,2008,AZ_East,10,200810,29,2,0
200807,1.88,16.28,11.84,07,2008,AZ_East,7,200807,0,18,13
200808,1.92,16.68,12.4,07,2008,AZ_East,8,200808,0,21,10
200809,13.72,13.52,3.76,07,2008,AZ_East,9,200809,10,18,2
200810,27.08,2.72,0.2,07,2008,AZ_East,10,200810,29,2,0
200808,3.28,16.8,9.92,08,2008,AZ_East,8,200808,0,21,10
200809,11.84,12.6,6.56,08,2008,AZ_East,9,200809,10,18,2
200810,26.72,3.6,0.68,08,2008,AZ_East,10,200810,29,2,0
200906,24.36,5.2,0.44,04,2009,AZ_East,6,200906,20,9,1
200907,6.2,16.56,8.24,04,2009,AZ_East,7,200907,5,18,8
200908,1.36,11.4,18.24,04,2009,AZ_East,8,200908,14,14,3
200909,7.32,15.6,7.08,04,2009,AZ_East,9,200909,9,17,4
200910,23.24,7.32,0.44,04,2009,AZ_East,10,200910,25,6,0
200906,23.72,5.68,0.6,05,2009,AZ_East,6,200906,20,9,1
200907,5.24,17.84,7.92,05,2009,AZ_East,7,200907,5,18,8
200908,1.84,12.68,16.48,05,2009,AZ_East,8,200908,14,14,3
200909,8.48,14.64,6.88,05,2009,AZ_East,9,200909,9,17,4
200910,23.2,7.16,0.64,05,2009,AZ_East,10,200910,25,6,0
200906,25.88,3.76,0.36,06,2009,AZ_East,6,200906,20,9,1
200907,5.6,16.48,8.92,06,2009,AZ_East,7,200907,5,18,8
200908,0.64,13.56,16.8,06,2009,AZ_East,8,200908,14,14,3
200909,6.4,17.04,6.56,06,2009,AZ_East,9,200909,9,17,4
200910,21.92,8.44,0.64,06,2009,AZ_East,10,200910,25,6,0
200907,7.08,17.12,5.8,07,2009,AZ_East,7,200907,5,18,8
200908,1.92,15.04,14.04,07,2009,AZ_East,8,200908,14,14,3
200909,10.48,15.28,5.24,07,2009,AZ_East,9,200909,9,17,4
200910,24.08,5.56,0.36,07,2009,AZ_East,10,200910,25,6,0
200908,5.68,19.84,4.48,08,2009,AZ_East,8,200908,14,14,3
200909,10.36,13.4,7.24,08,2009,AZ_East,9,200909,9,17,4
200910,23.96,6.36,0.68,08,2009,AZ_East,10,200910,25,6,0
201006,26.28,3.52,0.2,04,2010,AZ_East,6,201006,29,1,0
201007,4.4,16.64,9.96,04,2010,AZ_East,7,201007,4,16,11
201008,1,13.24,16.76,04,2010,AZ_East,8,201008,1,15,15
201009,8.28,13.64,8.08,04,2010,AZ_East,9,201009,16,14,0
